Gene	log10_ci_low	log10_ci_high	log10_map	group	group2
MECP2	-1.66812713	-0.26304562	-0.95221444	non-par X	X (Other non-PAR)
MED12	-0.68876543	-0.02758572	-0.26976761	non-par X	X (Other non-PAR)
MED14	-0.82412078	-0.0340673	-0.29603725	non-par X	X (Other non-PAR)
MID1	-1.12276937	-0.05923554	-0.38423897	non-par X	X (Other non-PAR)
MID1IP1	-5.59335883	-0.07541806	-0.87370945	non-par X	X (Other non-PAR)
MID2	-1.3123788	-0.21435444	-0.81299288	non-par X	X (Other non-PAR)
MMGT1	-2.82870001	-0.00462521	-0.70698036	non-par X	X (Other non-PAR)
MORC4	-0.98830736	-0.05168807	-0.32046987	non-par X	X (Other non-PAR)
MORF4L2	-4.95303466	-0.00602098	-0.71676877	non-par X	X (Other non-PAR)
MOSPD1	-1.72544472	-0.00894547	-0.57521327	non-par X	X (Other non-PAR)
MOSPD2	-1.26725595	-0.06123656	-0.48524954	non-par X	X (Other non-PAR)
MPP1	-1.24310112	-0.06063374	-0.39792128	non-par X	X (Other non-PAR)
MSL3	-1.28654053	-0.05948144	-0.40778972	non-par X	X (Other non-PAR)
MSN	-1.11427257	-0.05570248	-0.37204391	non-par X	X (Other non-PAR)
MST4	-1.18950941	-0.06167177	-0.42943465	non-par X	X (Other non-PAR)
MTCP1	-4.2591579	-0.00817368	-0.72188826	non-par X	X (Other non-PAR)
MTM1	-0.98687972	-0.05005148	-0.38046808	non-par X	X (Other non-PAR)
MTMR1	-1.29353186	-0.21217813	-0.75124849	non-par X	X (Other non-PAR)
MTMR8	-6.05532674	-2.30706731	-3.47277125	non-par X	X (Other non-PAR)
MUM1L1	-1.29763241	-0.05730737	-0.44805838	non-par X	X (Other non-PAR)
MXRA5	-1.31083005	-0.45988002	-0.92979452	non-par X	X (Other non-PAR)
NAA10	-1.73647764	-0.00420573	-0.56747884	non-par X	X (Other non-PAR)
NAP1L2	-1.59974325	-0.03146383	-0.56626879	non-par X	X (Other non-PAR)
NAP1L3	-1.70321831	-0.01192543	-0.5614128	non-par X	X (Other non-PAR)
NDP	-5.51946117	-0.0506543	-0.8298207	non-par X	X (Other non-PAR)
NDUFA1	-5.62836618	-0.09426716	-0.9164223	non-par X	X (Other non-PAR)
NGFRAP1	-5.21459661	-0.00569707	-0.76519767	non-par X	X (Other non-PAR)
NHS	-0.92778541	-0.04282468	-0.29982085	non-par X	X (Other non-PAR)
NKAP	-1.16705511	-0.0575828	-0.45688564	non-par X	X (Other non-PAR)
NKRF	-1.22204586	-0.05731017	-0.46553222	non-par X	X (Other non-PAR)
NLGN3	-1.15029467	-0.05887015	-0.44350078	non-par X	X (Other non-PAR)
NLGN4X	-1.18351897	-0.05726065	-0.42994976	non-par X	X (Y-homolog, non-PAR)
NONO	-1.09850307	-0.05595388	-0.43279093	non-par X	X (Other non-PAR)
NOX1	-6.03067949	-2.17021238	-3.76175429	non-par X	X (Other non-PAR)
NR0B1	-1.61220797	-0.0309051	-0.56906654	non-par X	X (Other non-PAR)
NRK	-1.42156743	-0.62728399	-1.04899547	non-par X	X (Other non-PAR)
NSDHL	-1.49566442	-0.04435522	-0.54276401	non-par X	X (Other non-PAR)
NUDT10	-5.80267699	-0.61646518	-1.57293444	non-par X	X (Other non-PAR)
NUDT11	-5.32337257	-0.00655774	-0.76550699	non-par X	X (Other non-PAR)
NUP62CL	-5.88993622	-2.04614589	-2.84603937	non-par X	X (Other non-PAR)
NXF2B	-4.41842807	-0.15793443	-1.21710454	non-par X	X (Other non-PAR)
NXF3	-1.62118651	-0.4511132	-1.12535932	non-par X	X (Other non-PAR)
NXF5	-6.03651204	-2.28851906	-3.8509087	non-par X	X (Other non-PAR)
NXT2	-4.13902548	-0.00983671	-0.74073135	non-par X	X (Other non-PAR)
NYX	-3.05905611	-0.00135594	-0.7333635	non-par X	X (Other non-PAR)
OCRL	-0.86891492	-0.03932422	-0.30238892	non-par X	X (Other non-PAR)
OFD1	-2.72529069	-1.3096035	-1.72047082	non-par X	X (Other non-PAR)
OGT	-0.92704053	-0.0458596	-0.32447608	non-par X	X (Other non-PAR)
OPHN1	-1.04252796	-0.05055155	-0.38418833	non-par X	X (Other non-PAR)
OPN1LW	-1.43832881	-0.05225669	-0.52364609	non-par X	X (Other non-PAR)
OPN1MW	-5.98318579	-1.89032367	-3.86819321	non-par X	X (Other non-PAR)
OPN1MW2	-5.49531334	-0.05091044	-0.83760168	non-par X	X (Other non-PAR)
OR13H1	-6.04701356	-2.2697759	-4.76016053	non-par X	X (Other non-PAR)
OTC	-1.5898938	-0.26107038	-0.96001706	non-par X	X (Other non-PAR)
OTUD5	-1.21741152	-0.05796431	-0.42154191	non-par X	X (Other non-PAR)
OTUD6A	-5.90575231	-0.36327825	-2.13595125	non-par X	X (Other non-PAR)
P2RY10	-3.01004438	-0.00752415	-0.6824362	non-par X	X (Other non-PAR)
P2RY4	-6.01358304	-2.02687679	-3.07042548	non-par X	X (Other non-PAR)
PABPC5	-1.62661701	-0.02690573	-0.53889559	non-par X	X (Other non-PAR)
PAGE1	-3.60610759	-0.00487715	-0.70653759	non-par X	X (Other non-PAR)
PAGE2	-5.94458316	-0.84196025	-1.61608716	non-par X	X (Other non-PAR)
PAGE2B	-5.43010016	-0.01750103	-0.79878705	non-par X	X (Other non-PAR)
PAGE3	-6.03870271	-1.78595139	-3.32842962	non-par X	X (Other non-PAR)
PAGE4	-5.31669037	-0.00654008	-0.78048066	non-par X	X (Other non-PAR)
PAGE5	-6.00421652	-1.87189808	-3.26080887	non-par X	X (Other non-PAR)
PAK3	-1.13379606	-0.05438855	-0.4054871	non-par X	X (Other non-PAR)
PASD1	-1.55359187	-0.43213143	-1.06010972	non-par X	X (Other non-PAR)
PBDC1	-3.00672789	-0.00494863	-0.67686457	non-par X	X (Other non-PAR)
PCDH11X	-1.8460118	-0.82058298	-1.315745	non-par X	X (Other non-PAR)
PCDH19	-1.08065173	-0.05589787	-0.39270722	non-par X	X (Other non-PAR)
PCSK1N	-5.65335664	-0.11172844	-0.93003277	non-par X	X (Other non-PAR)
PCYT1B	-1.45917952	-0.05129181	-0.51519738	non-par X	X (Other non-PAR)
PDHA1	-1.13851149	-0.05740385	-0.42974013	non-par X	X (Other non-PAR)
PDK3	-1.86536325	-0.23285868	-1.06956841	non-par X	X (Other non-PAR)
PDZD11	-1.95027353	-0.00119667	-0.60011001	non-par X	X (Other non-PAR)
PDZD4	-1.1666482	-0.0587926	-0.4280778	non-par X	X (Other non-PAR)
PFKFB1	-5.80163693	-1.86598061	-2.6646491	non-par X	X (Other non-PAR)
PGK1	-1.30986025	-0.05575013	-0.50502922	non-par X	X (Other non-PAR)
PGRMC1	-5.41240479	-0.00981893	-0.80853488	non-par X	X (Other non-PAR)
PHEX	-0.96548849	-0.04672799	-0.36407552	non-par X	X (Other non-PAR)
PHF6	-1.09359421	-0.05588429	-0.37297118	non-par X	X (Other non-PAR)
PHF8	-1.54028354	-0.71509457	-1.16940826	non-par X	X (Other non-PAR)
PHKA1	-1.84159798	-1.22059573	-1.51138517	non-par X	X (Other non-PAR)
PHKA2	-1.62282587	-0.89509387	-1.29013126	non-par X	X (Other non-PAR)
PIGA	-1.46013004	-0.04642527	-0.64740549	non-par X	X (Other non-PAR)
PIH1D3	-4.40690746	-0.0076342	-0.74748339	non-par X	X (Other non-PAR)
PIM2	-1.57304629	-0.0296813	-0.57875319	non-par X	X (Other non-PAR)
PIN4	-5.35665899	-0.01263066	-0.79907084	non-par X	X (Other non-PAR)
PIR	-6.02729415	-2.24049054	-4.20059755	non-par X	X (Other non-PAR)
PJA1	-1.10308989	-0.05540433	-0.40384731	non-par X	X (Other non-PAR)
PLP1	-2.18971854	-0.00721359	-0.65581277	non-par X	X (Other non-PAR)
PLP2	-6.03706326	-2.07979629	-3.1644875	non-par X	X (Other non-PAR)
PLS3	-1.41637403	-0.23353611	-0.89254581	non-par X	X (Other non-PAR)
PLXNA3	-1.66259584	-1.02747869	-1.3497891	non-par X	X (Other non-PAR)
PLXNB3	-1.75194989	-1.05382666	-1.39420695	non-par X	X (Other non-PAR)
PNCK	-5.41539634	-0.96013574	-1.66653981	non-par X	X (Other non-PAR)
PNPLA4	-3.35967971	-0.08193871	-1.15370799	non-par X	X (Other non-PAR)
POF1B	-5.92909928	-1.95802415	-2.81897052	non-par X	X (Other non-PAR)
POLA1	-0.80349646	-0.03434432	-0.27706505	non-par X	X (Other non-PAR)
PORCN	-1.09521703	-0.0538241	-0.3736405	non-par X	X (Other non-PAR)
POU3F4	-4.06639623	-0.00741555	-0.693146	non-par X	X (Other non-PAR)
PPEF1	-1.48426896	-0.40572777	-1.01986002	non-par X	X (Other non-PAR)
PPP1R3F	-5.81228524	-1.19017475	-1.79343703	non-par X	X (Other non-PAR)
PQBP1	-1.56732685	-0.03478861	-0.63094701	non-par X	X (Other non-PAR)
PRAF2	-4.90351205	-0.00606106	-0.75252822	non-par X	X (Other non-PAR)
PRDX4	-1.63434599	-0.02579447	-0.60611435	non-par X	X (Other non-PAR)
PRICKLE3	-4.76010543	-0.92746022	-1.64180587	non-par X	X (Other non-PAR)
PRKX	-3.73634137	-0.0895568	-1.15514208	non-par X	X (Y-homolog, non-PAR)
PRPS1	-2.70652138	-0.00588225	-0.71783124	non-par X	X (Other non-PAR)
PRPS2	-1.75480191	-0.00455413	-0.62557641	non-par X	X (Other non-PAR)
PRRG1	-5.58208035	-0.40442325	-1.39856669	non-par X	X (Other non-PAR)
PRRG3	-6.05276966	-2.24493242	-3.48338424	non-par X	X (Other non-PAR)
PTCHD1	-1.25739046	-0.05738295	-0.40639612	non-par X	X (Other non-PAR)
RAB33A	-3.39456179	-0.00444917	-0.69599055	non-par X	X (Other non-PAR)
RAB39B	-3.35751277	-0.00145744	-0.70398473	non-par X	X (Other non-PAR)
RAB40AL	-5.88703775	-0.3287955	-1.21208612	non-par X	X (Other non-PAR)
RAB41	-5.9931191	-2.00163079	-3.00790212	non-par X	X (Other non-PAR)
RAB9A	-2.05979919	-0.00458354	-0.62374977	non-par X	X (Other non-PAR)
RAB9B	-5.07820629	-0.00741802	-0.74706054	non-par X	X (Other non-PAR)
RAI2	-3.54355953	-0.00553787	-0.70205647	non-par X	X (Other non-PAR)
RAP2C	-5.4044129	-0.01739972	-0.82659876	non-par X	X (Other non-PAR)
RBM10	-0.87901226	-0.04008465	-0.31370798	non-par X	X (Other non-PAR)
RBM3	-4.13907648	-0.00259754	-0.73953233	non-par X	X (Other non-PAR)
RBM41	-1.23426093	-0.05983281	-0.45615448	non-par X	X (Other non-PAR)
RBMX	-1.23154458	-0.05883491	-0.47106504	non-par X	X (Y-homolog, non-PAR)
RBMX2	-1.78994262	-0.00490365	-0.59852561	non-par X	X (Other non-PAR)
RENBP	-1.8634497	-0.48115276	-1.18406764	non-par X	X (Other non-PAR)
REPS2	-1.78313365	-0.69441052	-1.24074084	non-par X	X (Other non-PAR)
RGAG1	-1.11395536	-0.05674491	-0.36427384	non-par X	X (Other non-PAR)
RGAG4	-6.00026364	-2.01835254	-3.81098	non-par X	X (Other non-PAR)
RGN	-4.77191257	-0.14876433	-1.19487061	non-par X	X (Other non-PAR)
RHOXF1	-4.22533491	-0.00287419	-0.68920687	non-par X	X (Other non-PAR)
RHOXF2	-5.99252176	-1.33143755	-2.17469933	non-par X	X (Other non-PAR)
RHOXF2B	-5.56848483	-0.07190963	-0.85399794	non-par X	X (Other non-PAR)
RIBC1	-1.1720828	-0.05655359	-0.42940437	non-par X	X (Other non-PAR)
RIPPLY1	-6.04238775	-1.816177	-3.30789007	non-par X	X (Other non-PAR)
RLIM	-1.05509764	-0.05195715	-0.34583407	non-par X	X (Other non-PAR)
RNF113A	-2.97123227	-0.00666614	-0.69745909	non-par X	X (Other non-PAR)
RNF128	-1.46811549	-0.04622141	-0.59676555	non-par X	X (Other non-PAR)
RP11-706O15.1	-5.76006063	-0.1912586	-1.04002733	non-par X	X (Other non-PAR)
RP2	-1.58208556	-0.03410917	-0.60708838	non-par X	X (Other non-PAR)
RP6-24A23.6	-5.82120481	-0.25629162	-1.06779806	non-par X	X (Other non-PAR)
RPGR	-1.13355458	-0.05645418	-0.41924537	non-par X	X (Other non-PAR)
RPL10	-1.73623508	-0.00557935	-0.59491535	non-par X	X (Other non-PAR)
RPL36A	-4.98902441	-0.01292475	-0.7282586	non-par X	X (Other non-PAR)
RPL36A-HNRNPH2	-5.86434199	-0.67550799	-1.64990288	non-par X	X (Other non-PAR)
RPL39	-5.51575448	-0.04326541	-0.83804693	non-par X	X (Other non-PAR)
RPS4X	-1.51631557	-0.03947599	-0.58198849	non-par X	X (Y-homolog, non-PAR)
RPS6KA3	-0.93455622	-0.04356552	-0.31516963	non-par X	X (Other non-PAR)
RPS6KA6	-1.39190355	-0.23252915	-0.84344529	non-par X	X (Other non-PAR)
RRAGB	-1.24466491	-0.05918643	-0.42530371	non-par X	X (Other non-PAR)
RS1	-1.66393659	-0.02372187	-0.5342865	non-par X	X (Other non-PAR)
S100G	-5.71333863	-0.16045948	-0.93907653	non-par X	X (Other non-PAR)
SAGE1	-5.80972302	-1.86074669	-2.66989649	non-par X	X (Other non-PAR)
SASH3	-1.23769226	-0.05988411	-0.49748175	non-par X	X (Other non-PAR)
SAT1	-4.00747165	-0.00500618	-0.68095031	non-par X	X (Other non-PAR)
SATL1	-6.04043597	-2.26133487	-3.8442366	non-par X	X (Other non-PAR)
SCML1	-1.464273	-0.0495729	-0.58681364	non-par X	X (Other non-PAR)
SCML2	-1.11833483	-0.05617847	-0.43589376	non-par X	X (Other non-PAR)
SEPT6	-1.49555228	-0.24162764	-0.90477599	non-par X	X (Other non-PAR)
SERPINA7	-5.95508239	-1.6184021	-2.30111016	non-par X	X (Other non-PAR)
SH2D1A	-3.9927407	-0.00493313	-0.703665	non-par X	X (Other non-PAR)
SH3BGRL	-5.0970792	-0.00568475	-0.76934161	non-par X	X (Other non-PAR)
SH3KBP1	-1.08721149	-0.05514837	-0.36371537	non-par X	X (Other non-PAR)
SHROOM2	-1.42488361	-0.38018526	-0.97060745	non-par X	X (Other non-PAR)
SHROOM4	-1.4772734	-0.55712793	-1.04992837	non-par X	X (Other non-PAR)
SLC10A3	-4.81929128	-0.00684554	-0.720494	non-par X	X (Other non-PAR)
SLC16A2	-1.33552061	-0.05749458	-0.4971029	non-par X	X (Other non-PAR)
SLC25A14	-1.29310868	-0.0565847	-0.45880495	non-par X	X (Other non-PAR)
SLC25A43	-6.02841112	-2.17698227	-3.59116272	non-par X	X (Other non-PAR)
SLC25A5	-1.63313581	-0.0213628	-0.63805006	non-par X	X (Other non-PAR)
SLC25A53	-5.66795148	-0.70902236	-1.51263918	non-par X	X (Other non-PAR)
SLC38A5	-1.30140145	-0.05743015	-0.50009539	non-par X	X (Other non-PAR)
SLC6A14	-1.42241019	-0.2320363	-0.80969626	non-par X	X (Other non-PAR)
SLC6A8	-1.17471526	-0.05978785	-0.43384672	non-par X	X (Other non-PAR)
SLC7A3	-1.28468733	-0.05856572	-0.5146903	non-par X	X (Other non-PAR)
SLC9A6	-1.09444635	-0.05520393	-0.39831381	non-par X	X (Other non-PAR)
SLC9A7	-1.10011021	-0.05619627	-0.35552643	non-par X	X (Other non-PAR)
SLITRK2	-1.84392464	-0.71533753	-1.29116775	non-par X	X (Other non-PAR)
SLITRK4	-1.41223094	-0.23386973	-0.82777133	non-par X	X (Other non-PAR)
SMARCA1	-1.20931326	-0.29906947	-0.79207434	non-par X	X (Other non-PAR)
SMC1A	-0.85461739	-0.03957324	-0.30446831	non-par X	X (Other non-PAR)
SMIM10	-5.88620629	-0.32354704	-1.91422464	non-par X	X (Other non-PAR)
SMPX	-5.49844397	-0.0423945	-0.84091714	non-par X	X (Other non-PAR)
SMS	-1.59279385	-0.25707741	-0.92938472	non-par X	X (Other non-PAR)
SNX12	-4.580182	-0.00305248	-0.72624934	non-par X	X (Other non-PAR)
SOWAHD	-5.72206594	-0.15108881	-0.95443378	non-par X	X (Other non-PAR)
SOX3	-5.05963898	-0.01239338	-0.76709259	non-par X	X (Y-homolog, non-PAR)
SPACA5	-5.79588955	-0.21779421	-1.01825717	non-par X	X (Other non-PAR)
SPANXC	-5.85102703	-0.27934229	-1.07379997	non-par X	X (Other non-PAR)
SPANXD	-6.02240545	-1.20926639	-2.98560494	non-par X	X (Other non-PAR)
SPANXN1	-5.8127263	-0.22882363	-0.98170938	non-par X	X (Other non-PAR)
SPANXN2	-5.78076832	-0.20974621	-1.05587137	non-par X	X (Other non-PAR)
SPANXN3	-5.79111444	-0.22111714	-1.10224665	non-par X	X (Other non-PAR)
SPANXN4	-5.83895341	-0.27251091	-1.1343577	non-par X	X (Other non-PAR)
SPANXN5	-5.81238427	-0.23316771	-0.96779765	non-par X	X (Other non-PAR)
SPIN2A	-5.94198301	-0.81134346	-1.67754182	non-par X	X (Other non-PAR)
SPIN2B	-5.3465596	-0.00581681	-0.78044434	non-par X	X (Other non-PAR)
SPIN3	-4.54331687	-0.00260532	-0.69803904	non-par X	X (Other non-PAR)
SPIN4	-5.07430884	-0.00399495	-0.73622296	non-par X	X (Other non-PAR)
SRPK3	-1.46614977	-0.23799778	-0.84821166	non-par X	X (Other non-PAR)
SRPX	-5.59946149	-1.37142976	-1.91254064	non-par X	X (Other non-PAR)
SRPX2	-1.59262001	-0.61622312	-1.11150332	non-par X	X (Other non-PAR)
SSR4	-3.36763251	-0.00732349	-0.69741471	non-par X	X (Other non-PAR)
SSX1	-6.00129645	-1.93745318	-2.92617782	non-par X	X (Other non-PAR)
SSX3	-5.9272741	-1.42144527	-2.04213124	non-par X	X (Other non-PAR)
SSX4	-5.67498002	-0.12898388	-0.94751946	non-par X	X (Other non-PAR)
SSX5	-5.9878982	-2.13979191	-3.09841485	non-par X	X (Other non-PAR)
SSX7	-6.00804436	-2.04178442	-3.68889679	non-par X	X (Other non-PAR)
STAG2	-0.82562652	-0.03610118	-0.30876313	non-par X	X (Other non-PAR)
STARD8	-1.64885442	-0.63353309	-1.18205986	non-par X	X (Other non-PAR)
STS	-1.31532518	-0.06061683	-0.52988176	non-par X	X (Other non-PAR)
SUV39H1	-1.30453159	-0.06020851	-0.4657861	non-par X	X (Other non-PAR)
SYAP1	-1.35753886	-0.06238577	-0.56768787	non-par X	X (Other non-PAR)
SYN1	-1.5523344	-0.25233281	-0.90082548	non-par X	X (Other non-PAR)
SYP	-1.3586122	-0.05979796	-0.47830477	non-par X	X (Other non-PAR)
SYTL4	-5.77564385	-1.68284951	-2.41358861	non-par X	X (Other non-PAR)
SYTL5	-1.93330365	-0.95653859	-1.40791552	non-par X	X (Other non-PAR)
TAB3	-1.9807845	-0.96751219	-1.41988219	non-par X	X (Other non-PAR)
TAF1	-0.74664703	-0.03163321	-0.255546	non-par X	X (Other non-PAR)
TAF7L	-1.21692261	-0.05750567	-0.47042945	non-par X	X (Other non-PAR)
TAF9B	-6.04707175	-2.11679107	-3.99355101	non-par X	X (Other non-PAR)
TAZ	-1.363631	-0.05783529	-0.50635216	non-par X	X (Other non-PAR)
TBC1D25	-1.75251833	-0.6890989	-1.25504258	non-par X	X (Other non-PAR)
TBC1D8B	-1.51568424	-0.57631473	-1.0951021	non-par X	X (Other non-PAR)
TBL1X	-1.0252261	-0.05057645	-0.31599886	non-par X	X (Y-homolog, non-PAR)
TBX22	-1.25728918	-0.05952537	-0.48545431	non-par X	X (Other non-PAR)
TCEAL1	-5.59910572	-0.08546742	-0.83647377	non-par X	X (Other non-PAR)
TCEAL2	-5.84228364	-0.27570999	-1.05672635	non-par X	X (Other non-PAR)
TCEAL3	-5.2550815	-0.00301666	-0.74988427	non-par X	X (Other non-PAR)
TCEAL4	-5.31147213	-0.01166631	-0.76937781	non-par X	X (Other non-PAR)
TCEAL5	-4.33931457	-0.00525241	-0.70951143	non-par X	X (Other non-PAR)
TCEAL6	-5.73491346	-0.17301504	-0.93140818	non-par X	X (Other non-PAR)
TCEAL7	-5.72487348	-0.15516686	-0.95697014	non-par X	X (Other non-PAR)
TCEAL8	-5.66661438	-0.11196139	-0.91818079	non-par X	X (Other non-PAR)
TCEANC	-6.00036319	-2.2045406	-3.50152593	non-par X	X (Other non-PAR)
TENM1	-1.24874625	-0.56097482	-0.9468038	non-par X	X (Other non-PAR)
TEX11	-0.96761524	-0.04852462	-0.31822927	non-par X	X (Other non-PAR)
TEX13A	-5.80332893	-0.61489671	-1.59567508	non-par X	X (Other non-PAR)
TFE3	-1.22081868	-0.05795165	-0.44704115	non-par X	X (Other non-PAR)
THOC2	-0.81881791	-0.03692666	-0.29509195	non-par X	X (Other non-PAR)
TIMM17B	-1.60492857	-0.0303427	-0.57870078	non-par X	X (Other non-PAR)
TIMM8A	-5.21508251	-0.00691999	-0.74825072	non-par X	X (Other non-PAR)
TIMP1	-5.73757701	-0.52238438	-1.49311054	non-par X	X (Other non-PAR)
TKTL1	-1.10728397	-0.05624172	-0.38704539	non-par X	X (Other non-PAR)
TLR7	-1.16869176	-0.06219189	-0.40751121	non-par X	X (Other non-PAR)
TLR8	-1.79947759	-0.6999435	-1.26544628	non-par X	X (Other non-PAR)
TM4SF2	-3.85212805	-0.11571608	-1.163658	non-par X	X (Other non-PAR)
TMEM164	-1.94634991	-0.00479412	-0.61824646	non-par X	X (Other non-PAR)
TMEM185A	-3.59816187	-0.08760116	-1.16205176	non-par X	X (Other non-PAR)
TMEM187	-5.97704295	-1.665463	-2.78151356	non-par X	X (Other non-PAR)
TMEM255A	-5.49254124	-0.92496256	-1.620425	non-par X	X (Other non-PAR)
TMEM257	-5.75081845	-0.19164006	-0.95867518	non-par X	X (Other non-PAR)
TMEM27	-5.96062033	-1.5385184	-2.2737213	non-par X	X (Other non-PAR)
TMEM31	-6.04114384	-2.2472404	-4.18855565	non-par X	X (Other non-PAR)
TMEM35	-3.94126406	-0.00741838	-0.74075845	non-par X	X (Other non-PAR)
TMEM47	-4.29043665	-0.00116288	-0.71760841	non-par X	X (Other non-PAR)
TMLHE	-5.83933386	-1.46685254	-2.10442827	non-par X	X (Other non-PAR)
TMSB15A	-5.78816865	-0.22048594	-0.98412539	non-par X	X (Other non-PAR)
TMSB15B	-5.807541	-0.21831512	-0.94160204	non-par X	X (Other non-PAR)
TMSB4X	-5.75313044	-0.19573892	-0.93435308	non-par X	X (Y-homolog, non-PAR)
TNMD	-1.70065742	-0.26313194	-1.00303476	non-par X	X (Other non-PAR)
TRMT2B	-5.87294321	-1.87175625	-2.73262276	non-par X	X (Other non-PAR)
TRO	-1.59179504	-0.4514173	-1.09871608	non-par X	X (Other non-PAR)
TRPC5	-1.28616704	-0.20475664	-0.77043782	non-par X	X (Other non-PAR)
TSC22D3	-4.0136087	-0.00536792	-0.70553371	non-par X	X (Other non-PAR)
TSPAN6	-5.91586638	-1.37564986	-1.95809918	non-par X	X (Other non-PAR)
TSPAN7	-4.88295415	-0.14194503	-1.19836554	non-par X	X (Other non-PAR)
TSPYL2	-1.29097121	-0.056378	-0.48483058	non-par X	X (Y-homolog, non-PAR)
TSR2	-5.00595913	-0.00521252	-0.74784588	non-par X	X (Other non-PAR)
TXLNG	-1.16146136	-0.06146244	-0.41365247	non-par X	X (Y-homolog, non-PAR)
UBA1	-0.85834256	-0.03660418	-0.32285398	non-par X	X (Other non-PAR)
UBE2A	-4.86888761	-0.0022039	-0.70948001	non-par X	X (Other non-PAR)
UBL4A	-5.33014067	-0.00903256	-0.76290856	non-par X	X (Other non-PAR)
UBQLN2	-1.59871033	-0.0304452	-0.59930529	non-par X	X (Other non-PAR)
UPRT	-1.35697246	-0.0580535	-0.49578817	non-par X	X (Other non-PAR)
USP11	-0.93101576	-0.04646137	-0.30438019	non-par X	X (Other non-PAR)
USP27X	-3.26397394	-0.00659949	-0.61898173	non-par X	X (Other non-PAR)
USP51	-1.76176128	-0.25394384	-1.03298285	non-par X	X (Other non-PAR)
USP9X	-0.66204251	-0.02604818	-0.24509794	non-par X	X (Y-homolog, non-PAR)
UTP14A	-0.98817187	-0.04888127	-0.32056074	non-par X	X (Other non-PAR)
UXT	-2.76851238	-0.00211848	-0.67990063	non-par X	X (Other non-PAR)
VBP1	-2.78045948	-0.00390466	-0.72336546	non-par X	X (Other non-PAR)
VCX	-5.85068156	-0.28155596	-1.11734322	non-par X	X (Other non-PAR)
VCX3A	-5.88892379	-0.32970492	-1.22106976	non-par X	X (Other non-PAR)
VCX3B	-5.84993731	-0.28811593	-1.04316644	non-par X	X (Other non-PAR)
VGLL1	-4.48603218	-0.00482963	-0.72094644	non-par X	X (Other non-PAR)
VMA21	-5.60465846	-0.08469198	-0.89134364	non-par X	X (Other non-PAR)
VSIG1	-1.31935118	-0.06303093	-0.47791782	non-par X	X (Other non-PAR)
VSIG4	-5.98691313	-2.14366932	-3.44488479	non-par X	X (Other non-PAR)
WAS	-1.11560172	-0.0566067	-0.40104174	non-par X	X (Other non-PAR)
WBP5	-5.7197978	-0.15670652	-0.91864461	non-par X	X (Other non-PAR)
WDR13	-1.32682526	-0.06103207	-0.50796145	non-par X	X (Other non-PAR)
WDR44	-0.98578026	-0.04967266	-0.3395846	non-par X	X (Other non-PAR)
WDR45	-1.25309436	-0.05919107	-0.50437535	non-par X	X (Other non-PAR)
WNK3	-1.02949273	-0.1514754	-0.57249933	non-par X	X (Other non-PAR)
WWC3	-1.29888932	-0.32257479	-0.8282634	non-par X	X (Other non-PAR)
XAGE3	-4.21239614	-0.00570286	-0.67223423	non-par X	X (Other non-PAR)
XAGE5	-5.50103919	-0.61062028	-1.45326443	non-par X	X (Other non-PAR)
XIAP	-1.7951186	-0.48543788	-1.14027824	non-par X	X (Other non-PAR)
XK	-1.6042443	-0.02658876	-0.60864647	non-par X	X (Other non-PAR)
XKRX	-1.90688392	-0.22524535	-1.04095791	non-par X	X (Other non-PAR)
XPNPEP2	-5.95647158	-2.15059224	-3.57523653	non-par X	X (Other non-PAR)
YIPF6	-2.54747577	-0.00185539	-0.65390979	non-par X	X (Other non-PAR)
YY2	-3.91306014	-0.00381478	-0.70372791	non-par X	X (Other non-PAR)
ZBTB33	-1.39964799	-0.05515493	-0.51993052	non-par X	X (Other non-PAR)
ZC3H12B	-1.03755126	-0.05443221	-0.31768751	non-par X	X (Other non-PAR)
ZC4H2	-2.27068134	-0.00431365	-0.64707723	non-par X	X (Other non-PAR)
ZCCHC12	-1.74807831	-0.00243211	-0.58222108	non-par X	X (Other non-PAR)
ZCCHC13	-5.98427984	-1.77893311	-2.77969691	non-par X	X (Other non-PAR)
ZCCHC16	-6.03327346	-2.19980269	-3.55293128	non-par X	X (Other non-PAR)
ZCCHC18	-5.13783451	-0.00145679	-0.75055528	non-par X	X (Other non-PAR)
ZCCHC5	-6.03435397	-1.92367295	-4.95828642	non-par X	X (Other non-PAR)
ZDHHC15	-4.42557717	-0.73776706	-1.53526731	non-par X	X (Other non-PAR)
ZDHHC9	-1.264279	-0.05989614	-0.45455267	non-par X	X (Other non-PAR)
ZFP92	-3.52988331	-0.00650269	-0.67410156	non-par X	X (Other non-PAR)
ZFX	-1.1997578	-0.0550707	-0.42734809	non-par X	X (Y-homolog, non-PAR)
