gene	GO_BP_count	GO_BP_count_400_auc	GO_BP_count_400_auc_decile
HGNC:11460	4	0	1
HGNC:11465	79	2	7
HGNC:11466	80	1	4
HGNC:11467	89	2	7
HGNC:11469	91	3	9
HGNC:11470	152	3	9
HGNC:11471	81	2	7
HGNC:11473	72	1	4
HGNC:11474	24	1	4
HGNC:11475	1	0	1
HGNC:11476	39	2	7
HGNC:11477	50	0	1
HGNC:11478	5	1	4
HGNC:1148	49	2	7
HGNC:11480	44	2	7
HGNC:11487	70	3	9
HGNC:1149	48	2	7
HGNC:11490	47	2	7
HGNC:11491	280	11	10
HGNC:11495	22	1	4
HGNC:11496	28	1	4
HGNC:11497	105	2	7
HGNC:11498	52	1	4
HGNC:11499	13	1	4
HGNC:115	43	2	7
HGNC:11501	28	0	1
HGNC:11502	0	0	1
HGNC:11503	99	6	10
HGNC:11504	42	3	9
HGNC:11507	9	0	1
HGNC:11509	101	3	9
HGNC:1151	35	2	7
HGNC:11510	76	2	7
HGNC:11511	68	2	7
HGNC:11512	116	4	10
HGNC:11513	41	0	1
HGNC:11514	74	3	9
HGNC:11515	147	6	10
HGNC:11517	56	4	10
HGNC:1152	77	2	7
HGNC:11521	20	2	7
HGNC:11522	84	1	4
HGNC:11523	23	0	1
HGNC:11524	37	1	4
HGNC:11526	134	4	10
HGNC:11527	85	3	9
HGNC:11528	62	4	10
HGNC:11529	91	2	7
HGNC:11530	80	2	7
HGNC:11531	99	1	4
HGNC:11532	31	0	1
HGNC:11533	37	0	1
HGNC:11534	38	0	1
HGNC:11536	41	0	1
HGNC:11537	42	1	4
HGNC:11538	48	1	4
HGNC:11539	31	0	1
HGNC:11540	103	0	1
HGNC:11541	150	4	10
HGNC:11542	152	4	10
HGNC:11543	81	2	7
HGNC:11544	73	1	4
HGNC:11545	87	2	7
HGNC:11546	31	0	1
HGNC:11547	88	1	4
HGNC:11551	78	1	4
HGNC:11553	14	0	1
HGNC:11554	9	0	1
HGNC:11556	192	7	10
HGNC:11557	62	0	1
HGNC:11559	12	1	4
HGNC:11562	74	0	1
HGNC:11566	38	0	1
HGNC:11568	53	0	1
HGNC:11569	150	5	10
HGNC:1157	47	1	4
HGNC:11571	157	5	10
HGNC:11572	37	1	4
HGNC:11573	32	0	1
HGNC:11575	62	1	4
HGNC:11578	31	0	1
HGNC:11579	9	0	1
HGNC:1158	197	5	10
HGNC:11580	13	0	1
HGNC:11581	50	3	9
HGNC:11582	44	1	4
HGNC:11584	160	5	10
HGNC:11586	20	0	1
HGNC:11587	21	1	4
HGNC:11588	38	0	1
HGNC:11589	70	3	9
HGNC:11590	136	3	9
HGNC:11592	192	5	10
HGNC:11593	55	0	1
HGNC:11594	82	3	9
HGNC:11595	122	2	7
HGNC:11596	91	2	7
HGNC:11597	149	6	10
HGNC:11598	176	8	10
HGNC:11599	168	7	10
HGNC:1160	52	0	1
HGNC:11602	161	7	10
HGNC:11603	76	2	7
HGNC:11604	147	2	7
HGNC:11605	139	5	10
HGNC:11608	98	4	10
HGNC:11609	42	0	1
HGNC:1161	31	1	4
HGNC:11610	54	2	7
HGNC:11612	74	2	7
HGNC:11614	74	2	7
HGNC:11615	48	0	1
HGNC:11617	78	1	4
HGNC:11619	89	2	7
HGNC:1162	7	1	4
HGNC:11620	59	1	4
HGNC:11621	180	8	10
HGNC:11623	86	2	7
HGNC:11627	106	2	7
HGNC:11628	54	0	1
HGNC:11629	10	0	1
HGNC:1163	1	0	1
HGNC:11630	178	6	10
HGNC:11631	65	1	4
HGNC:11632	142	5	10
HGNC:11633	127	4	10
HGNC:11634	87	2	7
HGNC:11639	109	2	7
HGNC:1164	23	0	1
HGNC:11640	69	0	1
HGNC:11641	199	3	9
HGNC:11642	165	7	10
HGNC:11644	74	1	4
HGNC:11645	81	2	7
HGNC:11646	85	2	7
HGNC:11647	151	5	10
HGNC:11648	96	2	7
HGNC:11649	57	1	4
HGNC:1165	51	2	7
HGNC:11652	15	0	1
HGNC:11653	15	0	1
HGNC:11654	72	2	7
HGNC:11655	110	2	7
HGNC:11657	71	1	4
HGNC:11658	33	2	7
HGNC:1166	22	0	1
HGNC:1167	9	0	1
HGNC:1168	23	0	1
HGNC:1169	0	0	1
HGNC:11692	31	0	1
HGNC:11693	10	1	4
HGNC:11695	4	0	1
HGNC:11697	72	5	10
HGNC:11699	76	0	1
HGNC:117	71	3	9
HGNC:1170	26	1	4
HGNC:11700	110	4	10
HGNC:11701	152	3	9
HGNC:11708	44	1	4
HGNC:1171	55	0	1
HGNC:11712	47	1	4
HGNC:11713	51	1	4
HGNC:11714	85	2	7
HGNC:11715	120	2	7
HGNC:11716	90	5	10
HGNC:11717	95	4	10
HGNC:11719	76	3	9
HGNC:1172	43	3	9
HGNC:11720	8	1	4
HGNC:11721	0	0	1
HGNC:11722	65	1	4
HGNC:11723	149	4	10
HGNC:11724	176	2	7
HGNC:11725	25	2	7
HGNC:11726	34	0	1
HGNC:11728	104	6	10
HGNC:11729	130	2	7
HGNC:1173	42	1	4
HGNC:11730	209	3	9
HGNC:11731	141	6	10
HGNC:11732	44	3	9
HGNC:11734	44	2	7
HGNC:11737	63	3	9
HGNC:11738	67	2	7
HGNC:1174	0	0	1
HGNC:11740	153	1	4
HGNC:11741	71	0	1
HGNC:11742	135	4	10
HGNC:11743	185	4	10
HGNC:11744	97	3	9
HGNC:11745	172	4	10
HGNC:11748	66	1	4
HGNC:11749	89	1	4
HGNC:11751	90	2	7
HGNC:11753	104	6	10
HGNC:11754	86	2	7
HGNC:11755	38	1	4
HGNC:11756	36	1	4
HGNC:11757	20	0	1
HGNC:11758	39	1	4
HGNC:1176	26	1	4
HGNC:11760	64	2	7
HGNC:11761	46	2	7
HGNC:11762	136	2	7
HGNC:11763	230	6	10
HGNC:11764	38	2	7
HGNC:11765	134	4	10
HGNC:11766	375	19	10
HGNC:11767	140	2	7
HGNC:11768	312	16	10
HGNC:11769	250	9	10
HGNC:1177	0	0	1
HGNC:11771	36	2	7
HGNC:11772	257	10	10
HGNC:11773	197	10	10
HGNC:11774	119	4	10
HGNC:11776	66	1	4
HGNC:11777	38	0	1
HGNC:11778	127	7	10
HGNC:11779	31	0	1
HGNC:11780	15	0	1
HGNC:11781	18	0	1
HGNC:11782	124	6	10
HGNC:11784	44	2	7
HGNC:11785	251	8	10
HGNC:11786	44	1	4
HGNC:11787	17	2	7
HGNC:11788	112	3	9
HGNC:11791	18	0	1
HGNC:11793	22	0	1
HGNC:11795	108	2	7
HGNC:11796	159	6	10
HGNC:11799	134	4	10
HGNC:118	21	3	9
HGNC:1180	0	0	1
HGNC:11800	27	0	1
HGNC:11801	218	5	10
HGNC:11802	88	1	4
HGNC:11803	22	0	1
HGNC:11804	99	2	7
HGNC:11805	107	3	9
HGNC:11806	69	2	7
HGNC:11808	216	6	10
HGNC:11809	111	1	4
HGNC:1181	90	2	7
HGNC:11810	117	2	7
HGNC:11811	101	2	7
HGNC:11812	144	2	7
HGNC:11813	118	4	10
HGNC:11814	33	1	4
HGNC:11816	33	1	4
HGNC:11818	33	1	4
HGNC:11819	33	1	4
HGNC:11821	52	1	4
HGNC:11822	92	1	4
HGNC:11823	79	3	9
HGNC:11824	84	0	1
HGNC:11825	144	4	10
HGNC:11827	117	1	4
HGNC:11828	49	1	4
HGNC:11829	28	1	4
HGNC:1183	11	1	4
HGNC:11830	42	1	4
HGNC:11831	40	1	4
HGNC:11834	19	3	9
HGNC:11837	105	1	4
HGNC:11838	89	1	4
HGNC:11839	94	1	4
HGNC:1184	34	1	4
HGNC:11840	90	1	4
HGNC:11841	58	1	4
HGNC:11842	76	3	9
HGNC:11843	21	1	4
HGNC:11844	31	1	4
HGNC:11845	31	2	7
HGNC:11846	27	2	7
HGNC:11847	55	1	4
HGNC:11848	229	4	10
HGNC:11849	206	3	9
HGNC:1185	130	5	10
HGNC:11850	280	8	10
HGNC:11851	82	2	7
HGNC:11853	10	0	1
HGNC:11855	36	2	7
HGNC:11856	6	0	1
HGNC:11857	14	0	1
HGNC:11859	8	0	1
HGNC:1186	48	2	7
HGNC:11860	1	0	1
HGNC:11861	12	0	1
HGNC:11862	79	1	4
HGNC:11863	13	1	4
HGNC:11864	15	1	4
HGNC:11865	9	0	1
HGNC:11866	41	1	4
HGNC:11867	72	3	9
HGNC:11868	9	0	1
HGNC:11869	31	0	1
HGNC:1187	11	1	4
HGNC:11870	197	5	10
HGNC:11871	50	2	7
HGNC:11872	68	3	9
HGNC:11873	64	3	9
HGNC:11874	42	2	7
HGNC:11875	0	0	1
HGNC:11876	22	1	4
HGNC:11877	32	1	4
HGNC:11878	31	2	7
HGNC:11879	44	1	4
HGNC:1188	1	0	1
HGNC:1189	9	0	1
HGNC:11891	52	1	4
HGNC:11892	429	22	10
HGNC:11894	98	2	7
HGNC:11895	30	0	1
HGNC:11896	248	7	10
HGNC:11898	63	2	7
HGNC:119	40	2	7
HGNC:1190	38	2	7
HGNC:11904	75	0	1
HGNC:11905	87	0	1
HGNC:11906	23	0	1
HGNC:11907	21	0	1
HGNC:11908	187	4	10
HGNC:11909	42	1	4
HGNC:1191	90	2	7
HGNC:11910	25	1	4
HGNC:11912	125	6	10
HGNC:11913	27	2	7
HGNC:11914	94	3	9
HGNC:11915	49	1	4
HGNC:11916	197	4	10
HGNC:11917	188	6	10
HGNC:11918	105	4	10
HGNC:11919	231	6	10
HGNC:1192	1	0	1
HGNC:11920	114	1	4
HGNC:11921	16	0	1
HGNC:11922	116	4	10
HGNC:11923	44	1	4
HGNC:11924	13	0	1
HGNC:11925	77	0	1
HGNC:11926	228	7	10
HGNC:11927	88	0	1
HGNC:11928	70	1	4
HGNC:11929	65	4	10
HGNC:11930	123	2	7
HGNC:11931	73	0	1
HGNC:11932	141	4	10
HGNC:11934	164	6	10
HGNC:11936	217	5	10
HGNC:11937	47	3	9
HGNC:11938	106	2	7
HGNC:11939	60	2	7
HGNC:11940	45	1	4
HGNC:11941	156	4	10
HGNC:11943	44	1	4
HGNC:11944	8	1	4
HGNC:11945	27	1	4
HGNC:11946	71	1	4
HGNC:11947	61	3	9
HGNC:11948	33	1	4
HGNC:11949	63	2	7
HGNC:11950	35	1	4
HGNC:11951	120	3	9
HGNC:11952	58	1	4
HGNC:11953	109	3	9
HGNC:11955	65	1	4
HGNC:11958	23	1	4
HGNC:11960	128	3	9
HGNC:11962	0	0	1
HGNC:11963	61	1	4
HGNC:11967	81	2	7
HGNC:11968	13	0	1
HGNC:11969	94	2	7
HGNC:11972	76	1	4
HGNC:11973	23	0	1
HGNC:11976	58	1	4
HGNC:11979	136	4	10
HGNC:11980	98	2	7
HGNC:11982	28	0	1
HGNC:11983	110	0	1
HGNC:11984	46	0	1
HGNC:11985	128	5	10
HGNC:11986	53	2	7
HGNC:11989	119	4	10
HGNC:11990	69	3	9
HGNC:11992	25	1	4
HGNC:11993	20	0	1
HGNC:11995	18	1	4
HGNC:11996	10	0	1
HGNC:11997	0	0	1
HGNC:11998	331	20	10
HGNC:11999	122	3	9
HGNC:120	33	0	1
HGNC:12000	27	0	1
HGNC:12003	150	4	10
HGNC:12004	112	2	7
HGNC:12005	24	1	4
HGNC:12006	95	0	1
HGNC:12007	11	0	1
HGNC:12008	55	2	7
HGNC:12009	38	3	9
HGNC:12010	93	3	9
HGNC:12011	17	1	4
HGNC:12012	13	1	4
HGNC:12013	16	1	4
HGNC:12014	16	0	1
HGNC:12015	34	2	7
HGNC:12016	19	0	1
HGNC:12017	164	5	10
HGNC:12019	16	0	1
HGNC:12020	35	1	4
HGNC:12021	31	1	4
HGNC:12022	72	1	4
HGNC:12024	0	0	1
HGNC:12028	124	3	9
HGNC:12030	125	1	4
HGNC:12031	106	1	4
HGNC:12032	192	5	10
HGNC:12033	120	2	7
HGNC:12034	92	0	1
HGNC:12035	129	2	7
HGNC:12036	240	7	10
HGNC:121	20	0	1
HGNC:1211	0	0	1
HGNC:1212	23	0	1
HGNC:122	18	1	4
HGNC:1224	105	2	7
HGNC:1226	141	6	10
HGNC:12261	79	4	10
HGNC:12266	18	0	1
HGNC:12269	187	5	10
HGNC:1228	74	3	9
HGNC:12298	73	1	4
HGNC:12299	11	1	4
HGNC:123	10	1	4
HGNC:1230	83	1	4
HGNC:12303	80	2	7
HGNC:12304	21	0	1
HGNC:12305	108	4	10
HGNC:12306	87	1	4
HGNC:12307	95	2	7
HGNC:12309	60	1	4
HGNC:12310	117	2	7
HGNC:12311	52	1	4
HGNC:12312	119	1	4
HGNC:12313	69	1	4
HGNC:1232	93	2	7
HGNC:12327	4	1	4
HGNC:1233	1	0	1
HGNC:12333	69	2	7
HGNC:12335	74	3	9
HGNC:12336	45	2	7
HGNC:12338	49	2	7
HGNC:12339	149	4	10
HGNC:12340	80	2	7
HGNC:12347	74	2	7
HGNC:12362	234	11	10
HGNC:12363	173	5	10
HGNC:12367	61	1	4
HGNC:12369	0	0	1
HGNC:1237	75	3	9
HGNC:12370	39	2	7
HGNC:12371	33	2	7
HGNC:12372	24	1	4
HGNC:12373	85	6	10
HGNC:12379	17	0	1
HGNC:12380	30	1	4
HGNC:12382	12	0	1
HGNC:12383	64	0	1
HGNC:12385	77	3	9
HGNC:12386	0	0	1
HGNC:12388	36	1	4
HGNC:1239	78	1	4
HGNC:12390	54	2	7
HGNC:12391	2	0	1
HGNC:12392	13	0	1
HGNC:12393	31	0	1
HGNC:12394	14	0	1
HGNC:12397	49	0	1
HGNC:12398	34	0	1
HGNC:12399	44	3	9
HGNC:124	72	2	7
HGNC:1240	22	0	1
HGNC:12401	105	2	7
HGNC:12403	130	2	7
HGNC:12404	58	4	10
HGNC:12405	31	1	4
HGNC:12406	65	1	4
HGNC:12407	10	0	1
HGNC:12408	10	0	1
HGNC:1241	54	2	7
HGNC:12410	10	0	1
HGNC:12412	26	1	4
HGNC:12417	23	1	4
HGNC:12419	23	1	4
HGNC:1242	27	1	4
HGNC:12420	30	1	4
HGNC:12422	20	0	1
HGNC:12423	57	1	4
HGNC:12424	13	0	1
HGNC:12425	104	4	10
HGNC:12428	251	10	10
HGNC:12429	131	3	9
HGNC:1243	203	6	10
HGNC:12434	140	6	10
HGNC:12435	174	2	7
HGNC:12436	0	0	1
HGNC:12437	26	0	1
HGNC:12440	48	2	7
HGNC:12441	107	4	10
HGNC:12442	47	2	7
HGNC:12446	153	7	10
HGNC:12449	140	2	7
HGNC:1245	52	1	4
HGNC:12450	41	2	7
HGNC:12453	19	0	1
HGNC:12457	25	0	1
HGNC:12458	44	1	4
HGNC:12461	38	0	1
HGNC:12462	41	0	1
HGNC:12463	141	3	9
HGNC:12468	30	0	1
HGNC:1247	32	1	4
HGNC:12470	24	0	1
HGNC:12471	35	0	1
HGNC:12473	212	6	10
HGNC:12474	123	2	7
HGNC:12475	31	0	1
HGNC:12476	161	5	10
HGNC:12477	38	0	1
HGNC:12478	37	0	1
HGNC:12479	22	1	4
HGNC:1248	50	1	4
HGNC:12480	17	0	1
HGNC:12482	33	1	4
HGNC:12483	80	1	4
HGNC:12484	33	1	4
HGNC:12485	127	4	10
HGNC:12488	162	1	4
HGNC:1249	88	1	4
HGNC:12490	31	0	1
HGNC:12491	32	0	1
HGNC:12492	131	1	4
HGNC:12494	100	1	4
HGNC:12495	43	1	4
HGNC:12496	203	5	10
HGNC:12499	41	1	4
HGNC:125	58	2	7
HGNC:12500	53	1	4
HGNC:12502	186	8	10
HGNC:12504	0	0	1
HGNC:12506	12	0	1
HGNC:12507	83	2	7
HGNC:12508	123	3	9
HGNC:12510	44	1	4
HGNC:12511	69	0	1
HGNC:12513	137	5	10
HGNC:12515	31	0	1
HGNC:12516	249	10	10
HGNC:12517	94	0	1
HGNC:12518	115	3	9
HGNC:12519	48	1	4
HGNC:12520	106	2	7
HGNC:12523	145	6	10
HGNC:12524	91	4	10
HGNC:12525	59	1	4
HGNC:12527	37	1	4
HGNC:1253	35	0	1
HGNC:12530	79	3	9
HGNC:12531	33	1	4
HGNC:12535	29	1	4
HGNC:12536	48	3	9
HGNC:12537	14	0	1
HGNC:12538	14	0	1
HGNC:12539	29	1	4
HGNC:12540	36	1	4
HGNC:12541	20	0	1
HGNC:12542	21	1	4
HGNC:12544	5	0	1
HGNC:12545	20	0	1
HGNC:12546	20	0	1
HGNC:12547	16	0	1
HGNC:1255	28	0	1
HGNC:12553	16	0	1
HGNC:12554	16	0	1
HGNC:12555	59	1	4
HGNC:12556	130	3	9
HGNC:12557	34	1	4
HGNC:12558	115	5	10
HGNC:12559	164	7	10
HGNC:12560	73	2	7
HGNC:12562	33	1	4
HGNC:12563	49	3	9
HGNC:12565	110	2	7
HGNC:12566	105	3	9
HGNC:12567	49	1	4
HGNC:12568	83	1	4
HGNC:12569	72	1	4
HGNC:12570	1	0	1
HGNC:12572	78	3	9
HGNC:12576	50	2	7
HGNC:12577	9	0	1
HGNC:12578	16	0	1
HGNC:12579	11	0	1
HGNC:1258	53	2	7
HGNC:12580	31	1	4
HGNC:12582	8	1	4
HGNC:12585	23	1	4
HGNC:12586	15	1	4
HGNC:12587	24	1	4
HGNC:12590	18	1	4
HGNC:12591	19	0	1
HGNC:12592	37	0	1
HGNC:12593	108	4	10
HGNC:12594	90	3	9
HGNC:12597	64	2	7
HGNC:126	40	1	4
HGNC:1260	33	1	4
HGNC:12601	52	2	7
HGNC:12605	67	3	9
HGNC:12607	63	2	7
HGNC:12608	83	2	7
HGNC:12611	102	1	4
HGNC:12612	92	2	7
HGNC:12613	92	1	4
HGNC:12614	122	3	9
HGNC:12616	73	1	4
HGNC:12617	84	1	4
HGNC:12618	115	1	4
HGNC:12619	47	1	4
HGNC:12620	89	0	1
HGNC:12621	102	1	4
HGNC:12623	29	0	1
HGNC:12624	63	0	1
HGNC:12625	62	2	7
HGNC:12626	53	1	4
HGNC:12627	77	1	4
HGNC:12628	55	1	4
HGNC:12629	61	0	1
HGNC:12630	137	3	9
HGNC:12631	97	4	10
HGNC:12634	76	2	7
HGNC:12635	42	2	7
HGNC:12636	22	1	4
HGNC:12640	97	5	10
HGNC:12642	15	0	1
HGNC:12643	103	1	4
HGNC:12644	90	2	7
HGNC:12645	30	1	4
HGNC:12646	30	0	1
HGNC:12647	105	3	9
HGNC:12648	59	2	7
HGNC:12649	50	4	10
HGNC:12651	39	1	4
HGNC:12652	75	2	7
HGNC:12657	106	5	10
HGNC:12658	95	3	9
HGNC:12659	123	4	10
HGNC:1266	0	0	1
HGNC:12660	125	2	7
HGNC:12661	119	3	9
HGNC:12663	95	5	10
HGNC:12665	86	4	10
HGNC:12666	209	8	10
HGNC:12669	73	2	7
HGNC:12672	61	3	9
HGNC:12674	30	2	7
HGNC:12679	178	6	10
HGNC:1268	27	0	1
HGNC:12680	333	15	10
HGNC:12681	158	5	10
HGNC:12682	180	3	9
HGNC:12684	80	3	9
HGNC:12687	133	1	4
HGNC:12690	159	5	10
HGNC:12691	232	6	10
HGNC:12692	150	4	10
HGNC:12693	144	3	9
HGNC:12694	17	1	4
HGNC:12695	20	1	4
HGNC:12697	21	1	4
HGNC:12698	122	3	9
HGNC:127	5	0	1
HGNC:12703	30	1	4
HGNC:12705	100	2	7
HGNC:12706	14	0	1
HGNC:12709	4	0	1
HGNC:12710	4	0	1
HGNC:12711	35	1	4
HGNC:12712	42	3	9
HGNC:12713	42	2	7
HGNC:12716	210	6	10
HGNC:12718	37	3	9
HGNC:12719	47	2	7
HGNC:12722	68	0	1
HGNC:12723	71	1	4
HGNC:12724	138	5	10
HGNC:12726	31	2	7
HGNC:12729	115	3	9
HGNC:1273	0	0	1
HGNC:12730	51	1	4
HGNC:12732	95	5	10
HGNC:12733	87	5	10
HGNC:12734	57	3	9
HGNC:12735	165	7	10
HGNC:12736	21	0	1
HGNC:12737	1	0	1
HGNC:12738	121	2	7
HGNC:12739	19	0	1
HGNC:12741	59	3	9
HGNC:12744	153	4	10
HGNC:12749	36	2	7
HGNC:12754	80	1	4
HGNC:12755	21	1	4
HGNC:12756	25	0	1
HGNC:12757	84	3	9
HGNC:12758	40	1	4
HGNC:12759	42	1	4
HGNC:12760	61	0	1
HGNC:12761	64	3	9
HGNC:12762	183	5	10
HGNC:12765	119	3	9
HGNC:12766	137	5	10
HGNC:12767	86	1	4
HGNC:12768	108	3	9
HGNC:12769	96	3	9
HGNC:12770	18	1	4
HGNC:12771	49	1	4
HGNC:12774	249	10	10
HGNC:12775	223	6	10
HGNC:12776	255	7	10
HGNC:12778	55	2	7
HGNC:12779	109	5	10
HGNC:12780	149	7	10
HGNC:12781	66	3	9
HGNC:12782	129	4	10
HGNC:12783	246	9	10
HGNC:12784	378	16	10
HGNC:12785	111	1	4
HGNC:12786	256	7	10
HGNC:12787	118	6	10
HGNC:12788	108	2	7
HGNC:12789	39	1	4
HGNC:12790	19	1	4
HGNC:12791	99	2	7
HGNC:12796	170	5	10
HGNC:12799	119	3	9
HGNC:1280	9	0	1
HGNC:12801	354	15	10
HGNC:12805	169	3	9
HGNC:12814	35	1	4
HGNC:12816	87	1	4
HGNC:12820	70	3	9
HGNC:12822	18	0	1
HGNC:12825	84	3	9
HGNC:12826	21	0	1
HGNC:12827	39	3	9
HGNC:12828	92	1	4
HGNC:12829	81	3	9
HGNC:12830	57	1	4
HGNC:12831	44	1	4
HGNC:12833	201	4	10
HGNC:12836	84	4	10
HGNC:12839	25	2	7
HGNC:12840	40	1	4
HGNC:12841	177	5	10
HGNC:12843	46	0	1
HGNC:12845	0	0	1
HGNC:12849	111	3	9
HGNC:12851	161	5	10
HGNC:12852	116	3	9
HGNC:12853	196	2	7
HGNC:12854	131	3	9
HGNC:12855	124	4	10
HGNC:12856	161	7	10
HGNC:12857	10	2	7
HGNC:12858	102	4	10
HGNC:12859	49	1	4
HGNC:1286	38	1	4
HGNC:12860	76	1	4
HGNC:12861	50	0	1
HGNC:12862	204	6	10
HGNC:12863	66	1	4
HGNC:12866	50	0	1
HGNC:12867	50	0	1
HGNC:12868	52	0	1
HGNC:12871	69	1	4
HGNC:12872	129	3	9
HGNC:12873	97	1	4
HGNC:12875	66	1	4
HGNC:12876	27	2	7
HGNC:12877	210	7	10
HGNC:12879	66	1	4
HGNC:12880	50	0	1
HGNC:12881	50	0	1
HGNC:12886	28	1	4
HGNC:12887	65	1	4
HGNC:12892	65	1	4
HGNC:12894	50	0	1
HGNC:12897	50	0	1
HGNC:129	63	1	4
HGNC:12902	65	1	4
HGNC:12904	50	0	1
HGNC:12907	66	1	4
HGNC:1291	31	1	4
HGNC:12915	81	2	7
HGNC:12916	50	0	1
HGNC:12917	66	1	4
HGNC:12918	66	1	4
HGNC:12919	60	0	1
HGNC:12920	66	1	4
HGNC:12922	50	0	1
HGNC:12924	50	0	1
HGNC:12925	66	1	4
HGNC:12926	71	1	4
HGNC:12927	50	0	1
HGNC:12928	68	1	4
HGNC:12929	130	4	10
HGNC:1293	1	0	1
HGNC:12930	168	7	10
HGNC:12931	50	0	1
HGNC:12932	141	2	7
HGNC:12933	109	3	9
HGNC:12936	95	2	7
HGNC:12939	50	0	1
HGNC:12940	50	0	1
HGNC:12945	50	0	1
HGNC:12947	118	1	4
HGNC:12948	60	0	1
HGNC:12949	94	1	4
HGNC:12950	93	3	9
HGNC:12953	50	0	1
HGNC:12955	50	0	1
HGNC:12957	66	1	4
HGNC:12958	50	0	1
HGNC:12962	75	1	4
HGNC:12963	66	1	4
HGNC:12964	92	2	7
HGNC:12966	66	1	4
HGNC:12968	69	3	9
HGNC:12969	50	0	1
HGNC:1297	15	1	4
HGNC:12970	66	1	4
HGNC:12971	50	0	1
HGNC:12975	50	0	1
HGNC:12978	50	0	1
HGNC:1298	93	1	4
HGNC:12980	50	0	1
HGNC:12981	66	1	4
HGNC:12983	50	0	1
HGNC:12984	50	0	1
HGNC:12986	50	0	1
HGNC:12988	65	1	4
HGNC:12989	1	0	1
HGNC:1299	24	1	4
HGNC:12991	50	0	1
HGNC:12992	66	1	4
HGNC:12993	1	0	1
HGNC:12994	67	1	4
HGNC:12996	97	1	4
HGNC:12997	65	1	4
HGNC:12998	37	1	4
HGNC:12999	65	1	4
HGNC:130	88	2	7
HGNC:1300	0	0	1
HGNC:13003	50	0	1
HGNC:13004	50	0	1
HGNC:13005	50	0	1
HGNC:13006	50	0	1
HGNC:13007	50	0	1
HGNC:13008	37	1	4
HGNC:13009	66	1	4
HGNC:1301	20	1	4
HGNC:13010	50	0	1
HGNC:13011	107	4	10
HGNC:13012	58	0	1
HGNC:13013	125	3	9
HGNC:13014	50	0	1
HGNC:13015	50	0	1
HGNC:13016	50	0	1
HGNC:13017	81	2	7
HGNC:13018	65	1	4
HGNC:13019	65	1	4
HGNC:1302	1	0	1
HGNC:13020	65	1	4
HGNC:13022	65	1	4
HGNC:13023	50	0	1
HGNC:13024	50	0	1
HGNC:13026	50	0	1
HGNC:13027	50	0	1
HGNC:13028	63	0	1
HGNC:13029	66	1	4
HGNC:13030	89	2	7
HGNC:13031	66	1	4
HGNC:13032	86	2	7
HGNC:1304	38	1	4
HGNC:13041	66	1	4
HGNC:13043	66	1	4
HGNC:13044	50	0	1
HGNC:13045	52	0	1
HGNC:13047	66	1	4
HGNC:13049	65	1	4
HGNC:1305	1	0	1
HGNC:13050	16	0	1
HGNC:13051	176	5	10
HGNC:13053	50	0	1
HGNC:13055	16	0	1
HGNC:13056	81	2	7
HGNC:13057	50	0	1
HGNC:13058	19	0	1
HGNC:13059	66	1	4
HGNC:1306	1	0	1
HGNC:13060	69	1	4
HGNC:13061	123	2	7
HGNC:13067	50	0	1
HGNC:13068	84	2	7
HGNC:1307	114	2	7
HGNC:13070	21	0	1
HGNC:13071	125	3	9
HGNC:13073	50	0	1
HGNC:13075	90	1	4
HGNC:13076	66	1	4
HGNC:13077	50	0	1
HGNC:13078	50	0	1
HGNC:13079	50	0	1
HGNC:1308	90	1	4
HGNC:13081	0	0	1
HGNC:13082	64	2	7
HGNC:13083	66	1	4
HGNC:13085	50	0	1
HGNC:13089	72	1	4
HGNC:1309	28	0	1
HGNC:13090	50	0	1
HGNC:13091	65	1	4
HGNC:13093	50	0	1
HGNC:13094	46	1	4
HGNC:13095	50	0	1
HGNC:13096	65	1	4
HGNC:13097	65	1	4
HGNC:13098	50	0	1
HGNC:13099	73	1	4
HGNC:1310	0	0	1
HGNC:13101	50	0	1
HGNC:13102	50	0	1
HGNC:13104	87	2	7
HGNC:13108	81	2	7
HGNC:13110	50	0	1
HGNC:13111	54	0	1
HGNC:13112	66	1	4
HGNC:13114	65	1	4
HGNC:1312	75	4	10
HGNC:13125	50	0	1
HGNC:1313	0	0	1
HGNC:13135	50	0	1
HGNC:13138	66	1	4
HGNC:13139	54	0	1
HGNC:1314	1	0	1
HGNC:13140	50	0	1
HGNC:13141	65	1	4
HGNC:13144	54	0	1
HGNC:13146	66	1	4
HGNC:13149	65	1	4
HGNC:13150	66	1	4
HGNC:13153	66	1	4
HGNC:13154	81	2	7
HGNC:13155	50	0	1
HGNC:13158	50	0	1
HGNC:13159	50	0	1
HGNC:1316	21	2	7
HGNC:13160	66	1	4
HGNC:13164	104	3	9
HGNC:13165	50	0	1
HGNC:13166	81	2	7
HGNC:13168	50	0	1
HGNC:13169	66	1	4
HGNC:1317	74	2	7
HGNC:13172	50	0	1
HGNC:13174	50	0	1
HGNC:13175	65	1	4
HGNC:13176	91	2	7
HGNC:13177	50	0	1
HGNC:13178	106	2	7
HGNC:13179	86	2	7
HGNC:1318	190	8	10
HGNC:13180	27	2	7
HGNC:13182	31	0	1
HGNC:13187	6	1	4
HGNC:13188	11	1	4
HGNC:13189	178	6	10
HGNC:1319	99	3	9
HGNC:13192	88	0	1
HGNC:13194	57	4	10
HGNC:13195	30	1	4
HGNC:132	148	4	10
HGNC:13200	51	2	7
HGNC:13201	12	0	1
